City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,rongelap,11.1635,166.8941,26.55,71,100,8.6,MH,1705411706
290,san luis de la loma,17.2706,-100.8939,22.7,78,2,1.59,MX,1705411707
291,salekhard,66.53,66.6019,-37.66,98,69,1.9,RU,1705411709
292,yreka,41.7354,-122.6345,2.39,89,100,5.14,US,1705411661
293,ta`u,-14.2336,-169.5144,26.46,82,100,3.39,AS,1705411718
294,salmas,38.1973,44.7653,2.74,60,96,1.67,IR,1705411719
295,pisco,-13.7,-76.2167,23.03,83,0,2.57,PE,1705411720
296,murashi,59.3999,48.9615,-5.95,94,100,4.96,RU,1705411722
297,semenov,56.7875,44.493,-2.68,96,100,3.81,RU,1705411723
298,pokrovsk,48.282,37.1758,0.16,98,100,6.35,UA,1705411725
299,piacabucu,-10.4056,-36.4344,29.78,56,1,4.97,BR,1705411726
300,bubaque,11.2833,-15.8333,25.29,80,12,1.35,GW,1705411727
301,cam ranh,11.9214,109.1591,25.98,69,40,4.63,VN,1705411729
302,mugia,43.1041,-9.2179,16.62,91,100,13.51,ES,1705411730
303,crucecita,-28.95,-58.9833,31.0,64,0,6.4,AR,1705411732
304,dapa,9.7594,126.0531,26.67,80,81,7.32,PH,1705411733
305,egilsstadir,65.2653,-14.3948,-7.05,86,75,8.75,IS,1705411734
306,ozark,37.0209,-93.206,-18.68,81,65,1.34,US,1705411736
307,mweka,-4.85,21.5667,29.89,51,76,2.53,CD,1705411737
308,kruisfontein,-34.0033,24.7314,24.38,55,71,6.1,ZA,1705411739
309,kotovo,50.3211,44.8012,0.97,86,100,10.84,RU,1705411740
310,pionerskiy,54.9508,20.2275,-3.25,55,100,10.94,RU,1705411742
311,ketchikan,55.3422,-131.6461,0.26,93,100,0.0,US,1705411743
312,rio gallegos,-51.6226,-69.2181,12.03,50,20,4.63,AR,1705411745
313,novodvinsk,64.4165,40.8122,-14.14,94,100,4.15,RU,1705411526
314,sirte,31.2089,16.5887,20.08,36,1,6.62,LY,1705411747
315,velingara,13.15,-14.1167,36.0,20,12,0.92,SN,1705411754
316,bafoulabe,13.8065,-10.8321,35.95,6,0,3.36,ML,1705411755
317,vasil'yevo,55.836,48.6582,-7.63,91,100,8.59,RU,1705411757
318,kawambwa,-9.7915,29.0791,20.77,91,98,3.53,ZM,1705411758
319,mossendjo,-2.9506,12.7261,26.91,71,80,2.4,CG,1705411760
320,thunder bay,48.4001,-89.3168,-22.01,70,40,3.6,CA,1705411577
321,maintirano,-18.0667,44.0167,27.26,81,100,4.19,MG,1705411762
322,kapa'a,22.0752,-159.319,23.99,74,75,6.17,US,1705411764
323,eraan,9.0629,117.7016,25.37,80,100,2.44,PH,1705411765
324,nar'yan-mar,67.6713,53.087,-26.61,98,87,3.58,RU,1705411766
325,ust-nera,64.5667,143.2,-41.15,100,68,1.89,RU,1705411768
326,kaiapoi,-43.3783,172.6401,16.71,83,10,5.14,NZ,1705411769
327,veraval,20.9,70.3667,22.6,63,80,5.81,IN,1705411771
328,saldanha,-33.0117,17.9442,29.03,75,25,12.25,ZA,1705411772
329,san antonio de pale,-1.4014,5.6325,27.05,80,67,3.84,GQ,1705411774
330,papao,-17.75,-149.55,26.82,85,100,10.79,PF,1705411775
331,beira,-19.8436,34.8389,34.05,59,20,6.17,MZ,1705411777
332,kalifornsky,60.4183,-151.29,-9.22,90,0,2.06,US,1705411778
333,maamba,-17.3667,27.15,22.51,91,100,1.66,ZM,1705411779
334,adra,36.7496,-3.0206,19.07,53,73,3.91,ES,1705411781
335,mersing,2.4312,103.8405,25.95,94,40,6.69,MY,1705411782
336,robbah,33.2797,6.9098,21.8,20,100,3.02,DZ,1705411783
337,colonia,50.9333,6.95,3.36,64,40,5.14,DE,1705411785
338,rio claro,-22.4114,-47.5614,26.89,63,55,2.51,BR,1705411786
339,yuzhno-kurilsk,44.0306,145.8556,-7.01,75,100,9.53,RU,1705411788
340,takoradi,4.8845,-1.7554,31.12,58,2,3.29,GH,1705411789
341,hasaki,35.7333,140.8333,-3.78,43,2,5.68,JP,1705411791
342,margate,51.3813,1.3862,4.83,55,11,3.13,GB,1705411792
343,jackson,42.4165,-122.8345,1.67,79,58,1.2,US,1705411608
344,vadso,70.0744,29.7487,-8.91,79,75,3.09,NO,1705411795
345,santa rosa misiones,-26.8667,-56.85,30.48,63,0,5.02,PY,1705411797
346,khorixas,-20.3667,14.9667,29.21,22,18,7.01,NA,1705411798
347,luderitz,-26.6481,15.1594,25.07,58,0,14.74,NA,1705411800
348,uyuni,-20.4597,-66.825,16.3,44,49,1.46,BO,1705411801
349,sokol,59.4617,40.1206,-2.79,93,100,4.36,RU,1705411803
350,constantia,44.1833,28.65,6.5,52,12,5.83,RO,1705411805
351,ad-damazin,11.7891,34.3592,32.86,24,7,5.42,SD,1705411807
352,guerrero negro,27.9769,-114.0611,14.47,88,28,2.16,MX,1705411509
353,melfi,40.9965,15.6514,13.61,66,64,4.46,IT,1705411812
354,pokhara,28.2333,83.9833,11.61,49,12,2.53,NP,1705411815
355,severobaykal'sk,55.65,109.3167,-21.39,88,18,3.63,RU,1705411816
356,port alfred,-33.5906,26.891,23.99,78,97,1.79,ZA,1705411820
357,andergrove,-21.0833,149.1833,27.03,85,100,6.06,AU,1705411821
358,santana,-0.0583,-51.1817,28.1,83,75,1.54,BR,1705411823
359,floro,61.5996,5.0328,-2.02,93,100,5.14,NO,1705411826
360,boende,-0.2167,20.8667,38.9,13,46,1.67,CD,1705411827
361,nagqu,31.5,92.0,-8.54,47,100,3.9,CN,1705411829
362,kemijarvi,66.7131,27.4306,-15.1,96,100,4.0,FI,1705411830
363,kani keli,-12.9536,45.1033,25.59,74,100,8.12,YT,1705411831
364,belyy yar,53.6039,91.3903,-24.06,84,5,2.0,RU,1705411833
365,piti village,13.4626,144.6933,27.03,82,0,5.14,GU,1705411834
366,la mure,44.9026,5.7866,5.52,74,59,0.37,FR,1705411836
367,saint joseph,39.7686,-94.8466,-21.22,75,0,5.14,US,1705411636
368,staraya russa,57.9944,31.3608,-2.79,98,100,1.61,RU,1705411839
369,brokopondo,4.75,-55.1667,28.16,69,45,3.83,SR,1705411840
370,dunkwa,5.9656,-1.78,36.38,28,3,0.93,GH,1705411843
371,remontnoye,46.5614,43.6501,2.88,85,100,9.96,RU,1705411845
372,weno,7.4515,151.8468,27.97,78,75,3.09,FM,1705411851
373,maloye ganyushkino,46.6,49.2667,-2.73,80,19,8.53,KZ,1705411854
374,iskushuban,10.2837,50.23,27.99,49,25,8.93,SO,1705411855
375,sumberpucung,-8.1586,112.4829,23.44,91,100,0.94,ID,1705411813
376,nemuro,43.3236,145.575,-7.76,72,51,6.35,JP,1705411862
377,akrehamn,59.2667,5.1833,1.34,93,100,12.35,NO,1705411864
378,mount pearl,47.5166,-52.7813,-2.7,69,20,6.17,CA,1705411866
379,horodnytsya,50.807,27.3168,-5.15,83,76,5.55,UA,1705411867
380,garango,11.8,-0.5506,33.73,6,3,4.52,BF,1705411869
381,karlskoga,59.3267,14.5239,-14.38,93,71,2.12,SE,1705411870
382,broken hill,-31.95,141.4333,26.11,62,100,2.9,AU,1705411576
383,haapsalu,58.9431,23.5414,-8.03,76,80,4.31,EE,1705411876
384,bikenibeu village,1.3673,173.1241,27.98,89,75,4.63,KI,1705411878
385,taroudant,30.4703,-8.877,24.77,20,100,5.64,MA,1705411879
386,ancud,-41.8697,-73.8203,15.51,66,2,0.69,CL,1705411881
387,mandera,3.9366,41.867,38.48,20,38,7.8,KE,1705411882
388,mulanje,-16.0316,35.5,27.23,75,96,1.57,MW,1705411883
389,portland,45.5234,-122.6762,-5.95,69,0,6.69,US,1705411885
390,sinabang,2.4803,96.3801,26.61,84,39,1.92,ID,1705411886
391,kidatu,-7.6992,36.9572,28.12,79,100,1.63,TZ,1705411888
392,ciudad constitucion,25.0369,-111.6644,14.41,66,99,2.94,MX,1705411889
393,galesong,-5.3166,119.3661,25.01,93,100,2.2,ID,1705411891
394,palu,-0.8917,119.8707,24.97,98,100,0.38,ID,1705411893
395,negombo,7.2083,79.8358,26.03,78,0,1.54,LK,1705411894
396,saluzzo,44.6464,7.4862,5.78,88,75,0.51,IT,1705411896
397,miles city,46.4083,-105.8406,-22.9,83,41,3.05,US,1705411898
398,cootamundra,-34.65,148.0333,18.86,84,100,3.11,AU,1705411899
399,basoko,1.2391,23.616,35.74,21,11,1.28,CD,1705411901
400,grand-popo,6.2804,1.8225,31.31,54,7,5.37,BJ,1705411902
401,barentu,15.1139,37.5928,27.77,41,85,6.27,ER,1705411904
402,fu'an,27.0892,119.6453,8.97,84,0,0.11,CN,1705411905
403,onguday,50.75,86.15,-20.23,99,31,0.84,RU,1705411907
404,kili,5.6439,169.1211,27.76,80,100,9.73,MH,1705411908
405,tyre,33.2733,35.1939,18.45,63,63,5.83,LB,1705411910
406,levuka,50.1834,-105.4011,-25.15,58,0,2.57,CA,1705411911
407,coronel moldes,-33.6227,-64.5971,16.57,94,99,4.07,AR,1705411725
408,muli,2.9167,73.5667,27.48,71,2,3.54,MV,1705411914
409,voznesensk,47.5649,31.3308,-0.96,84,6,5.01,UA,1705411916
410,huarmey,-10.0681,-78.1522,24.2,78,31,3.54,PE,1705411917
411,madang,-5.2246,145.7966,25.42,93,100,3.28,PG,1705411919
412,tofol,5.3248,163.0078,27.74,74,100,7.8,FM,1705411920
413,santa isabel,-23.3156,-46.2214,29.61,64,76,1.38,BR,1705411922
414,pandan,14.0453,124.1694,25.03,74,100,10.48,PH,1705411923
415,rabaul,-4.1967,152.1721,27.22,82,100,1.12,PG,1705411924
416,bela,25.9333,81.9833,12.21,35,0,1.52,IN,1705411926
417,vallegrande,-18.4897,-64.1069,22.58,62,51,3.91,BO,1705411928
418,ciudad barrios,13.7667,-88.2667,19.79,49,7,0.52,SV,1705411929
419,marsa alam,25.0757,34.8918,20.72,57,0,7.57,EG,1705411930
420,azadshahr,34.7909,48.5707,8.27,37,0,1.03,IR,1705411932
421,san rafael,-34.6177,-68.3301,24.59,29,6,7.02,AR,1705411933
422,oranjemund,-28.55,16.4333,21.35,68,0,10.04,NA,1705411935
423,qamdo,31.1667,97.2333,-7.66,35,91,0.84,CN,1705411936
424,iturama,-19.7281,-50.1956,30.66,45,76,3.06,BR,1705411642
425,novaya igirma,57.1334,103.9112,-21.58,96,100,2.88,RU,1705411939
426,sorong,-0.8833,131.25,27.58,77,100,4.9,ID,1705411941
427,vyritsa,59.4078,30.3481,-9.69,94,100,4.32,RU,1705411943
428,alice springs,-23.7,133.8833,31.75,48,99,3.27,AU,1705411945
429,nadym,65.5333,72.5167,-24.49,100,90,2.79,RU,1705411947
430,purranque,-40.9167,-73.1667,14.6,55,20,2.35,CL,1705411949
431,magadan,59.5667,150.8,-25.82,79,93,2.83,RU,1705411951
432,miguel alves,-4.1656,-42.8953,32.38,47,100,1.63,BR,1705411953
433,prince albert,53.2001,-105.7677,-25.03,58,100,5.66,CA,1705411954
434,salinas,36.6777,-121.6555,10.96,90,75,4.63,US,1705411956
435,howrah,22.5892,88.3103,17.0,82,20,1.54,IN,1705411957
436,cayambe,0.05,-78.1333,10.59,82,99,3.78,EC,1705411959
437,kula,38.5473,28.6498,8.63,89,91,2.19,TR,1705411960
438,figeac,44.75,1.9167,8.94,97,100,1.03,FR,1705411962
439,kristiansund,63.1115,7.732,-2.64,80,75,2.57,NO,1705411963
440,berriane,32.8265,3.7669,24.45,9,78,4.43,DZ,1705411964
441,chai buri,8.4622,99.0763,26.86,87,94,1.66,TH,1705411966
442,carmo,-21.9336,-42.6086,29.29,70,16,2.55,BR,1705411967
443,bolnisi,41.4479,44.5384,7.77,49,47,0.55,GE,1705411969
444,chonchi,-42.6128,-73.8092,14.56,58,80,1.49,CL,1705411970
445,galveston,29.3669,-94.9669,-5.0,76,32,4.47,US,1705411535
446,eyl,7.9803,49.8164,27.79,70,6,10.49,SO,1705411973
447,odienne,9.51,-7.5692,36.68,7,4,1.8,CI,1705411974
448,planaltina,-15.4528,-47.6142,26.23,61,3,2.87,BR,1705411976
449,arkhangel'sk,64.5401,40.5433,-13.94,92,100,6.0,RU,1705411977
450,kuqa,41.7278,82.9364,-0.97,43,33,0.96,CN,1705411979
451,boa vista,2.8197,-60.6733,27.99,65,20,9.77,BR,1705411980
452,oyama,36.3,139.8,6.44,38,0,2.51,JP,1705411982
453,kaohsiung,22.6163,120.3133,20.97,75,20,2.06,TW,1705411985
454,pangody,65.85,74.4859,-24.77,99,93,2.58,RU,1705411987
455,malvan,16.0667,73.4667,24.27,66,57,5.16,IN,1705411988
456,lorengau,-2.0226,147.2712,27.61,82,100,3.52,PG,1705411990
457,dwarka,22.2394,68.9678,22.88,69,94,2.58,IN,1705411991
458,loiza,18.4313,-65.8802,28.04,78,20,7.2,PR,1705411997
459,flying fish cove,-10.4217,105.6791,25.82,94,40,0.0,CX,1705411999
460,vanimo,-2.6741,141.3028,25.05,91,100,2.17,PG,1705412000
461,angaur state,6.906,134.13,28.76,74,100,7.82,PW,1705412002
462,hlusk,52.903,28.6845,-6.42,88,100,7.2,BY,1705412003
463,iquique,-20.2208,-70.1431,23.02,69,40,1.52,CL,1705411851
464,weleri,-6.9713,110.0666,27.19,84,79,0.68,ID,1705412006
465,ugoofaaru,5.6667,73.0,27.29,73,6,2.01,MV,1705412007
466,yei,4.095,30.6779,34.3,17,75,2.83,SS,1705412009
467,okha,53.5739,142.9478,-27.9,99,53,3.16,RU,1705412011
468,bengbu,32.9408,117.3608,5.03,85,100,3.34,CN,1705412012
469,colesberg,-30.72,25.0972,33.57,10,3,12.72,ZA,1705412014
470,carauari,-4.8828,-66.8958,27.23,81,54,1.58,BR,1705411770
471,pielavesi,63.2333,26.75,-20.74,99,98,3.0,FI,1705412019
472,smithers,54.7804,-127.1743,-12.82,92,100,1.03,CA,1705412021
473,zhengjiatun,43.5064,123.5064,-5.64,82,9,7.15,CN,1705412022
474,vorkuta,67.5,64.0,-28.37,99,80,1.87,RU,1705412025
475,bamboo flat,11.7,92.7167,28.05,78,40,3.09,IN,1705412027
476,siteki,-26.45,31.95,27.51,53,58,3.75,SZ,1705412028
477,savanna-la-mar,18.219,-78.1332,25.97,63,0,1.93,JM,1705412030
478,talcahuano,-36.7167,-73.1167,16.82,72,0,4.63,CL,1705411821
479,kolonia town,6.964,158.206,28.0,78,75,2.06,FM,1705412033
480,maceio,-9.6658,-35.7353,30.69,58,40,4.12,BR,1705412034
481,al muwayh,22.4333,41.7583,24.82,36,89,2.78,SA,1705412036
482,huanta,-12.9333,-74.25,16.22,68,99,0.65,PE,1705412037
483,agboville,5.928,-4.2132,38.83,25,10,0.82,CI,1705412039
484,mbuji-mayi,-6.15,23.6,26.39,83,95,1.49,CD,1705412040
485,perry,37.2506,-83.1999,-11.6,87,100,2.59,US,1705412041
486,tabas,33.5959,56.9244,19.12,22,0,3.09,IR,1705412043
487,mata-utu,-13.2816,-176.1745,27.9,80,100,7.86,WF,1705412044
488,emerald,-23.5333,148.1667,25.75,72,45,7.41,AU,1705412047
489,taoudenni,22.6783,-3.9836,28.35,6,18,2.58,ML,1705412048
490,long branch,40.3043,-73.9924,3.38,90,100,4.47,US,1705412049
491,ilza,51.1631,21.2398,-1.88,80,51,3.34,PL,1705412051
492,yinchuan,38.4681,106.2731,0.71,51,80,0.69,CN,1705412052
493,gaspe,48.8334,-64.4819,-10.05,85,40,0.0,CA,1705412054
494,saudarkrokur,65.7461,-19.6394,-7.92,88,100,11.64,IS,1705412056
495,avellaneda,-29.1176,-59.6583,33.1,55,0,7.65,AR,1705412061
496,kangar,6.4414,100.1986,28.98,88,100,5.97,MY,1705412062
497,fuerte olimpo,-21.0415,-57.8738,35.87,40,100,5.83,PY,1705412064
498,kongsberg,59.6652,9.6465,-16.94,98,100,1.06,NO,1705412065
499,yatou,37.15,122.3833,0.09,68,83,2.43,CN,1705412067
500,antofagasta,-23.65,-70.4,21.6,70,52,3.56,CL,1705412068
501,tazacorte,28.629,-17.9293,25.54,84,40,12.86,ES,1705412070
502,zaozersk,69.4005,32.4476,-14.43,95,100,3.16,RU,1705412071
503,orsta,62.2029,6.1272,-1.23,64,75,1.03,NO,1705412074
504,la gi,10.6667,107.7833,24.41,76,92,6.28,VN,1705412075
505,kidal,18.4411,1.4078,27.93,9,0,4.92,ML,1705412077
506,labrador city,52.9463,-66.9114,-28.05,76,75,0.0,CA,1705412078
507,carutapera,-1.195,-46.02,28.24,82,99,3.78,BR,1705412080
508,rudsar,37.1376,50.288,13.99,76,6,4.23,IR,1705412081
509,mwene-ditu,-7.0,23.45,24.32,87,57,2.98,CD,1705412084
510,olyokminsk,60.3736,120.4264,-18.75,86,100,4.64,RU,1705412085
511,muroto-misakicho,33.2833,134.15,8.48,53,27,2.01,JP,1705412087
512,nizhneangarsk,55.7833,109.55,-21.67,82,91,3.13,RU,1705412090
513,opuwo,-18.0607,13.84,29.38,21,100,8.05,NA,1705412091
514,sao vicente,-23.9631,-46.3919,34.98,46,0,4.12,BR,1705412092
515,sinan,34.8262,126.1086,0.06,57,60,3.78,KR,1705412094
516,zhob,31.3411,69.4481,13.65,24,0,3.69,PK,1705412095
517,klyuchi,52.2667,79.1667,-21.74,96,5,0.86,RU,1705412096
518,mitu,1.1983,-70.1733,25.27,94,99,0.55,CO,1705412098
519,marechal candido rondon,-24.5561,-54.0567,30.2,58,24,4.92,BR,1705412099
520,ingeniero jacobacci,-41.3427,-69.5448,19.14,23,0,4.37,AR,1705412101
521,kampene,-3.6,26.6667,27.1,67,93,0.5,CD,1705412102
522,arakkonam,13.1,79.6667,22.28,72,2,3.44,IN,1705412104
523,cockburn town,21.4612,-71.1419,25.86,83,0,10.54,TC,1705412105
524,dunedin,-45.8742,170.5036,13.22,83,6,2.22,NZ,1705412107
525,roma,43.2128,-75.4557,-6.14,86,100,2.57,US,1705411576
526,banda aceh,5.5577,95.3222,26.91,80,100,4.91,ID,1705412110
527,nova vicosa,-17.8919,-39.3719,29.47,63,30,5.66,BR,1705412112
528,norrtalje,59.758,18.705,-11.1,80,8,3.26,SE,1705412113
529,urumqi,43.801,87.6005,-7.47,86,75,1.0,CN,1705412115
530,youhao,47.8667,128.8333,-20.64,100,49,1.31,CN,1705412116
531,undurkhaan,47.3194,110.6556,-16.9,87,2,2.1,MN,1705412118
532,callao,-12.0667,-77.15,23.16,83,0,4.12,PE,1705411842
533,faya-largeau,17.9257,19.1043,25.94,12,0,7.2,TD,1705412121
534,porto novo,6.4965,2.6036,32.9,36,11,5.02,BJ,1705412122
535,soio,-6.1349,12.3689,28.94,66,36,5.0,AO,1705412124
536,san jeronimo de juarez,17.1333,-100.4667,23.63,79,4,1.49,MX,1705412125
537,maragogi,-9.0122,-35.2225,29.97,52,34,4.79,BR,1705411876
538,puquio,-14.7,-74.1333,16.56,58,74,2.04,PE,1705412128
539,maile,-38.9466,-72.3727,15.34,62,94,2.0,CL,1705412130
540,selfoss,63.9331,-20.9971,-6.09,47,0,6.17,IS,1705412132
541,surskoye,54.4821,46.7214,0.86,84,100,10.12,RU,1705412134
542,mankono,8.0586,-6.1897,36.8,8,0,1.89,CI,1705412135
543,ust-tsilma,65.441,52.1498,-12.46,94,100,3.41,RU,1705412137
544,thurso,58.5927,-3.5259,-0.86,79,100,8.38,GB,1705412008
545,santiago del estero,-27.7951,-64.2615,35.84,41,1,5.43,AR,1705412140
546,barabai,-2.5833,115.3833,24.19,96,100,0.55,ID,1705412141
547,kununurra,-15.7667,128.7333,25.99,94,40,3.09,AU,1705412076
548,calderitas,18.55,-88.25,23.06,100,75,0.0,MX,1705412144
549,tromso,69.6496,18.957,-8.99,45,0,3.6,NO,1705411892
550,caconda,-13.7333,15.0667,13.97,95,100,3.98,AO,1705412147
551,hilo,19.7297,-155.09,22.92,77,0,3.09,US,1705412148
552,spanish wells,26.323,-81.7957,23.34,68,100,2.57,US,1705412150
553,minas de marcona,-15.2119,-75.1103,19.83,73,97,4.41,PE,1705412151
554,bougouni,11.417,-7.479,35.84,6,4,2.6,ML,1705412152
555,oroqen zizhiqi,50.5667,123.7167,-18.61,97,96,1.51,CN,1705412154
556,uttoxeter,52.8984,-1.8649,5.19,73,55,6.32,GB,1705412155
557,antonio enes,-16.2325,39.9086,26.96,80,100,4.69,MZ,1705412156
558,necochea,-38.5473,-58.7368,22.76,54,74,5.46,AR,1705412158
559,el-tor,28.2364,33.6254,21.08,43,0,8.23,EG,1705412159
560,bafra,41.5678,35.9069,15.4,70,100,3.41,TR,1705412161
561,dryden,49.7833,-92.7503,-22.84,77,75,5.66,CA,1705412162
562,stewartville,43.8555,-92.4885,-20.62,75,0,6.17,US,1705412164
563,zyrya,40.3661,50.2917,9.05,81,5,9.63,AZ,1705412165
564,port douglas,-16.4833,145.4667,26.52,90,100,2.59,AU,1705412167
565,amalapuram,16.5833,82.0167,21.11,87,91,2.05,IN,1705412168
566,santyoku,37.4406,129.1708,3.58,37,100,2.89,KR,1705412169
567,al bardiyah,31.7561,25.0865,19.3,33,99,8.7,LY,1705412171
568,bijar,35.8668,47.6051,1.84,56,88,3.82,IR,1705412172
569,guarapuava,-25.3953,-51.4581,28.32,51,4,2.66,BR,1705412174
570,santa clara,22.4,-79.9667,21.81,94,0,2.06,CU,1705412175
571,severo-yeniseyskiy,60.3725,93.0408,-26.99,97,100,2.53,RU,1705412177
572,umm kaddadah,13.6017,26.6876,26.33,10,100,6.73,SD,1705412178
573,namtsy,62.7161,129.6658,-36.36,100,100,1.09,RU,1705412180
574,el kala,36.8956,8.4433,20.23,67,84,2.43,DZ,1705412182
575,aldinga beach,-35.2793,138.4604,19.59,79,100,5.35,AU,1705412183
576,uturoa,-16.7333,-151.4333,27.06,82,81,9.16,PF,1705412185
577,hudiksvall,61.729,17.1036,-14.39,88,98,1.41,SE,1705412062
578,pontian kechil,1.4866,103.3896,27.78,88,100,2.94,MY,1705412188
579,haldensleben i,52.2891,11.4098,3.62,84,100,6.7,DE,1705412189
580,nizhniy odes,63.6445,54.856,-12.95,93,100,4.31,RU,1705412191
581,zabaykal'sk,49.6333,117.3167,-16.06,79,93,4.75,RU,1705412192
582,tidjikja,18.5564,-11.4271,29.82,6,57,9.22,MR,1705412193
583,altay,47.8667,88.1167,-12.76,87,95,2.06,CN,1705412195
584,cangzhou,38.3167,116.8667,-0.13,86,100,2.11,CN,1705412196
